transcript_id	gene_id	gene_name
ENSDART00000187586	ENSDARG00000115551	U6
ENSDART00000192063	ENSDARG00000114998	U6
ENSDART00000187098	ENSDARG00000114896	U6
ENSDART00000026492	ENSDARG00000018820	flncb
ENSDART00000129685	ENSDARG00000111824	ENSDARG00000111824
ENSDART00000188064	ENSDARG00000111824	ENSDARG00000111824
ENSDART00000165283	ENSDARG00000111824	ENSDARG00000111824
ENSDART00000158020	ENSDARG00000111824	ENSDARG00000111824
ENSDART00000169701	ENSDARG00000111824	ENSDARG00000111824
ENSDART00000115713	ENSDARG00000082273	U1
ENSDART00000193116	ENSDARG00000113958	U6
ENSDART00000163977	ENSDARG00000116717	si:dkey-82i20.5
ENSDART00000097308	ENSDARG00000067592	ENSDARG00000067592
ENSDART00000186675	ENSDARG00000112182	U1
ENSDART00000181907	ENSDARG00000111187	U6
ENSDART00000166240	ENSDARG00000103431	U1
ENSDART00000118920	ENSDARG00000081284	dre-mir-29b3
ENSDART00000129847	ENSDARG00000113089	dre-mir-430b-12
ENSDART00000188763	ENSDARG00000113324	ENSDARG00000113324
ENSDART00000186596	ENSDARG00000113324	ENSDARG00000113324
ENSDART00000180673	ENSDARG00000113324	ENSDARG00000113324
ENSDART00000188815	ENSDARG00000113324	ENSDARG00000113324
ENSDART00000163357	ENSDARG00000109366	ENSDARG00000109366
ENSDART00000175271	ENSDARG00000107283	ENSDARG00000107283
ENSDART00000187913	ENSDARG00000107283	ENSDARG00000107283
ENSDART00000179441	ENSDARG00000107462	5S_rRNA
ENSDART00000130113	ENSDARG00000117081	U1
ENSDART00000180730	ENSDARG00000111752	U6
ENSDART00000189340	ENSDARG00000113929	U6
ENSDART00000186447	ENSDARG00000109985	U1
ENSDART00000191457	ENSDARG00000109445	U6
ENSDART00000193797	ENSDARG00000115765	U6
ENSDART00000192946	ENSDARG00000111325	mir430c-4
ENSDART00000179891	ENSDARG00000109322	U1
ENSDART00000186278	ENSDARG00000110446	U6
ENSDART00000182386	ENSDARG00000110472	U6
ENSDART00000163904	ENSDARG00000100793	ENSDARG00000100793
ENSDART00000184327	ENSDARG00000111145	U6
ENSDART00000181057	ENSDARG00000087265	ENSDARG00000087265
ENSDART00000138257	ENSDARG00000092139	ENSDARG00000092139
ENSDART00000174867	ENSDARG00000112831	ENSDARG00000112831
ENSDART00000184748	ENSDARG00000110445	dre-mir-430c-1
ENSDART00000180388	ENSDARG00000109664	U1
ENSDART00000185593	ENSDARG00000115802	U1
ENSDART00000186182	ENSDARG00000116007	ENSDARG00000116007
ENSDART00000181316	ENSDARG00000115725	U6
ENSDART00000185136	ENSDARG00000113432	U6
ENSDART00000184108	ENSDARG00000115719	U1
ENSDART00000190103	ENSDARG00000110338	5S_rRNA
ENSDART00000118940	ENSDARG00000081240	5S_rRNA
ENSDART00000118207	ENSDARG00000112577	U1
ENSDART00000158482	ENSDARG00000098429	U6
ENSDART00000180927	ENSDARG00000113665	U6
ENSDART00000099899	ENSDARG00000054898	ms4a17a.16
ENSDART00000190934	ENSDARG00000101645	myrfl
ENSDART00000163236	ENSDARG00000101645	myrfl
ENSDART00000181727	ENSDARG00000101645	myrfl
ENSDART00000172383	ENSDARG00000110229	zgc:173702
ENSDART00000180509	ENSDARG00000114570	U1
ENSDART00000181061	ENSDARG00000111972	U1
ENSDART00000163037	ENSDARG00000101834	U1
ENSDART00000190957	ENSDARG00000113622	U6
ENSDART00000159923	ENSDARG00000103968	U6
ENSDART00000189043	ENSDARG00000114100	ENSDARG00000114100
ENSDART00000165220	ENSDARG00000099963	ENSDARG00000099963
ENSDART00000192508	ENSDARG00000116887	U1
ENSDART00000185221	ENSDARG00000109808	5S_rRNA
ENSDART00000182036	ENSDARG00000110692	U6
ENSDART00000186841	ENSDARG00000113671	ENSDARG00000113671
ENSDART00000164523	ENSDARG00000100079	U6
ENSDART00000191568	ENSDARG00000113401	U6
ENSDART00000188148	ENSDARG00000114783	ENSDARG00000114783
ENSDART00000140637	ENSDARG00000114783	ENSDARG00000114783
ENSDART00000192576	ENSDARG00000114783	ENSDARG00000114783
ENSDART00000192960	ENSDARG00000114783	ENSDARG00000114783
ENSDART00000123281	ENSDARG00000114783	ENSDARG00000114783
ENSDART00000187459	ENSDARG00000115879	U1
ENSDART00000192542	ENSDARG00000113335	U1
ENSDART00000174909	ENSDARG00000106193	5S_rRNA
ENSDART00000183972	ENSDARG00000116626	U6
ENSDART00000191754	ENSDARG00000113058	U6
ENSDART00000159089	ENSDARG00000111012	ENSDARG00000111012
ENSDART00000168329	ENSDARG00000113369	dre-mir-430c-17
ENSDART00000194324	ENSDARG00000117743	ENSDARG00000117743
ENSDART00000194582	ENSDARG00000117743	ENSDARG00000117743
ENSDART00000194389	ENSDARG00000117577	ENSDARG00000117577
ENSDART00000194422	ENSDARG00000117577	ENSDARG00000117577
ENSDART00000194495	ENSDARG00000117423	ENSDARG00000117423
ENSDART00000194840	ENSDARG00000117423	ENSDARG00000117423
ENSDART00000194144	ENSDARG00000117277	ENSDARG00000117277
ENSDART00000194366	ENSDARG00000117277	ENSDARG00000117277
ENSDART00000194769	ENSDARG00000117252	ENSDARG00000117252
ENSDART00000194683	ENSDARG00000117252	ENSDARG00000117252
ENSDART00000194815	ENSDARG00000117252	ENSDARG00000117252
ENSDART00000194210	ENSDARG00000117503	ENSDARG00000117503
ENSDART00000194130	ENSDARG00000117468	ENSDARG00000117468
ENSDART00000194934	ENSDARG00000117468	ENSDARG00000117468
ENSDART00000194845	ENSDARG00000117468	ENSDARG00000117468
ENSDART00000194724	ENSDARG00000117573	ENSDARG00000117573
ENSDART00000194985	ENSDARG00000117382	ENSDARG00000117382
ENSDART00000194487	ENSDARG00000117382	ENSDARG00000117382
ENSDART00000194690	ENSDARG00000117318	ENSDARG00000117318
ENSDART00000194645	ENSDARG00000117785	ENSDARG00000117785
ENSDART00000194354	ENSDARG00000117785	ENSDARG00000117785
ENSDART00000194959	ENSDARG00000117764	ENSDARG00000117764
ENSDART00000194801	ENSDARG00000117809	ENSDARG00000117809
ENSDART00000194416	ENSDARG00000117809	ENSDARG00000117809
ENSDART00000194580	ENSDARG00000117327	ENSDARG00000117327
ENSDART00000194072	ENSDARG00000117327	ENSDARG00000117327
ENSDART00000194933	ENSDARG00000117713	ENSDARG00000117713
ENSDART00000194930	ENSDARG00000117713	ENSDARG00000117713
ENSDART00000194651	ENSDARG00000117802	ENSDARG00000117802
ENSDART00000194995	ENSDARG00000117802	ENSDARG00000117802
ENSDART00000194589	ENSDARG00000117248	ENSDARG00000117248
ENSDART00000194968	ENSDARG00000117402	ENSDARG00000117402
ENSDART00000194944	ENSDARG00000117521	ENSDARG00000117521
ENSDART00000194872	ENSDARG00000117521	ENSDARG00000117521
ENSDART00000194155	ENSDARG00000117424	ENSDARG00000117424
ENSDART00000194677	ENSDARG00000117334	ENSDARG00000117334
ENSDART00000194915	ENSDARG00000117791	ENSDARG00000117791
ENSDART00000194259	ENSDARG00000117791	ENSDARG00000117791
ENSDART00000194884	ENSDARG00000117505	ENSDARG00000117505
ENSDART00000194747	ENSDARG00000117658	ENSDARG00000117658
ENSDART00000194468	ENSDARG00000117658	ENSDARG00000117658
ENSDART00000194309	ENSDARG00000117343	ENSDARG00000117343
ENSDART00000194755	ENSDARG00000117387	ENSDARG00000117387
ENSDART00000194305	ENSDARG00000117381	ENSDARG00000117381
ENSDART00000194669	ENSDARG00000117381	ENSDARG00000117381
ENSDART00000194475	ENSDARG00000117223	ENSDARG00000117223
ENSDART00000194376	ENSDARG00000117604	ENSDARG00000117604
ENSDART00000194096	ENSDARG00000117302	ENSDARG00000117302
ENSDART00000194721	ENSDARG00000117801	ENSDARG00000117801
ENSDART00000194811	ENSDARG00000117801	ENSDARG00000117801
ENSDART00000194850	ENSDARG00000117620	ENSDARG00000117620
ENSDART00000194137	ENSDARG00000117620	ENSDARG00000117620
ENSDART00000194003	ENSDARG00000117773	ENSDARG00000117773
ENSDART00000194285	ENSDARG00000117773	ENSDARG00000117773
ENSDART00000194464	ENSDARG00000117644	ENSDARG00000117644
ENSDART00000194057	ENSDARG00000117644	ENSDARG00000117644
ENSDART00000194749	ENSDARG00000117495	ENSDARG00000117495
ENSDART00000194656	ENSDARG00000117495	ENSDARG00000117495
ENSDART00000194322	ENSDARG00000117806	ENSDARG00000117806
ENSDART00000194617	ENSDARG00000117453	ENSDARG00000117453
ENSDART00000194804	ENSDARG00000117453	ENSDARG00000117453
ENSDART00000194756	ENSDARG00000117469	ENSDARG00000117469
ENSDART00000194918	ENSDARG00000117469	ENSDARG00000117469
ENSDART00000194247	ENSDARG00000117400	ENSDARG00000117400
ENSDART00000194208	ENSDARG00000117524	ENSDARG00000117524
ENSDART00000194929	ENSDARG00000117736	ENSDARG00000117736
ENSDART00000193997	ENSDARG00000117736	ENSDARG00000117736
ENSDART00000194325	ENSDARG00000117634	ENSDARG00000117634
ENSDART00000091955	ENSDARG00000063150	nrxn2b
ENSDART00000173716	ENSDARG00000063150	nrxn2b
ENSDART00000190811	ENSDARG00000063150	nrxn2b
ENSDART00000169763	ENSDARG00000101917	pmfbp1
ENSDART00000174017	ENSDARG00000105628	si:dkey-182o15.6p
ENSDART00000173882	ENSDARG00000105628	si:dkey-182o15.6p
ENSDART00000174371	ENSDARG00000105628	si:dkey-182o15.6p
ENSDART00000143300	ENSDARG00000008380	brd7
ENSDART00000060399	ENSDARG00000041203	drap1
ENSDART00000152210	ENSDARG00000041203	drap1
ENSDART00000173901	ENSDARG00000041203	drap1
ENSDART00000168964	ENSDARG00000098937	si:ch73-315f9.2
ENSDART00000174340	ENSDARG00000090624	adgrl3.2
ENSDART00000174223	ENSDARG00000090624	adgrl3.2
ENSDART00000131113	ENSDARG00000090624	adgrl3.2
ENSDART00000152224	ENSDARG00000019406	C7H11orf68
ENSDART00000134042	ENSDARG00000038359	enosf1
ENSDART00000135068	ENSDARG00000038359	enosf1
ENSDART00000184943	ENSDARG00000038359	enosf1
ENSDART00000098412	ENSDARG00000038359	enosf1
ENSDART00000055956	ENSDARG00000038359	enosf1
ENSDART00000173200	ENSDARG00000105500	ENSDARG00000105500
ENSDART00000173694	ENSDARG00000105631	CABP4
ENSDART00000189926	ENSDARG00000105631	CABP4
ENSDART00000192318	ENSDARG00000105631	CABP4
ENSDART00000173743	ENSDARG00000105582	ENSDARG00000105582
ENSDART00000115222	ENSDARG00000062111	rxfp3.3a2
ENSDART00000165112	ENSDARG00000101345	si:ch73-165l19.1
ENSDART00000171606	ENSDARG00000103713	cd248a
ENSDART00000186368	ENSDARG00000103713	cd248a
ENSDART00000167440	ENSDARG00000103057	zfhx3b
ENSDART00000011456	ENSDARG00000011897	tsg101b
ENSDART00000167747	ENSDARG00000104654	leap2
ENSDART00000173796	ENSDARG00000067794	cabz01076234.2
ENSDART00000053756	ENSDARG00000067794	cabz01076234.2
ENSDART00000174250	ENSDARG00000105714	si:cabz01083442.1
ENSDART00000174331	ENSDARG00000105714	si:cabz01083442.1
ENSDART00000173895	ENSDARG00000053630	itln4
ENSDART00000191846	ENSDARG00000053630	itln4
ENSDART00000076172	ENSDARG00000053630	itln4
ENSDART00000173719	ENSDARG00000102296	si:cabz01076234.3
ENSDART00000181029	ENSDARG00000102296	si:cabz01076234.3
ENSDART00000075513	ENSDARG00000053480	aqp9b
ENSDART00000174114	ENSDARG00000105738	si:dkey-10f23.3
ENSDART00000173567	ENSDARG00000105657	si:cabz01080528.1
ENSDART00000006724	ENSDARG00000019969	smarcd3b
ENSDART00000174300	ENSDARG00000019969	smarcd3b
ENSDART00000150146	ENSDARG00000019969	smarcd3b
ENSDART00000174087	ENSDARG00000019969	smarcd3b
ENSDART00000173746	ENSDARG00000067925	sstr1b
ENSDART00000097882	ENSDARG00000067925	sstr1b
ENSDART00000173929	ENSDARG00000105532	znf16l
ENSDART00000173638	ENSDARG00000105532	znf16l
ENSDART00000091105	ENSDARG00000062752	mfap3l
ENSDART00000174244	ENSDARG00000105782	dok7a
ENSDART00000187039	ENSDARG00000105782	dok7a
ENSDART00000019527	ENSDARG00000011410	aadat
ENSDART00000192619	ENSDARG00000011410	aadat
ENSDART00000183352	ENSDARG00000011410	aadat
ENSDART00000134367	ENSDARG00000028912	si:dkey-10h3.2
ENSDART00000174119	ENSDARG00000063158	SLC24A2
ENSDART00000174390	ENSDARG00000063158	SLC24A2
ENSDART00000092051	ENSDARG00000063158	SLC24A2
ENSDART00000192388	ENSDARG00000063158	SLC24A2
ENSDART00000173791	ENSDARG00000008278	rcor2
ENSDART00000131671	ENSDARG00000008278	rcor2
ENSDART00000173955	ENSDARG00000008278	rcor2
ENSDART00000174002	ENSDARG00000008278	rcor2
ENSDART00000002961	ENSDARG00000008278	rcor2
ENSDART00000075389	ENSDARG00000018817	bdnf
ENSDART00000132353	ENSDARG00000018817	bdnf
ENSDART00000144682	ENSDARG00000018817	bdnf
ENSDART00000014843	ENSDARG00000018817	bdnf
ENSDART00000131009	ENSDARG00000018817	bdnf
ENSDART00000180929	ENSDARG00000018817	bdnf
ENSDART00000075176	ENSDARG00000053200	dis3l
ENSDART00000156093	ENSDARG00000097204	si:dkey-10h3.5
ENSDART00000052474	ENSDARG00000036136	tipin
ENSDART00000179624	ENSDARG00000036136	tipin
ENSDART00000173170	ENSDARG00000105455	si:dkey-10h3.7
ENSDART00000144927	ENSDARG00000095068	si:dkey-10h3.3
ENSDART00000012089	ENSDARG00000001776	stim2b
ENSDART00000157500	ENSDARG00000105194	si:ch211-142d6.1
ENSDART00000091099	ENSDARG00000062749	ino80b
ENSDART00000051974	ENSDARG00000035820	drd4b
ENSDART00000133699	ENSDARG00000035820	drd4b
ENSDART00000174176	ENSDARG00000005840	got2b
ENSDART00000007767	ENSDARG00000005840	got2b
ENSDART00000051973	ENSDARG00000035819	sirt3
ENSDART00000147036	ENSDARG00000035819	sirt3
ENSDART00000142459	ENSDARG00000035819	sirt3
ENSDART00000187554	ENSDARG00000035819	sirt3
ENSDART00000154284	ENSDARG00000097549	si:ch211-158e19.2
ENSDART00000153889	ENSDARG00000097549	si:ch211-158e19.2
ENSDART00000171585	ENSDARG00000078060	syt7b
ENSDART00000171777	ENSDARG00000078060	syt7b
ENSDART00000171949	ENSDARG00000078060	syt7b
ENSDART00000101231	ENSDARG00000078060	syt7b
ENSDART00000054591	ENSDARG00000037491	bmp15
ENSDART00000149793	ENSDARG00000037491	bmp15
ENSDART00000100936	ENSDARG00000069388	tmem88b
ENSDART00000123016	ENSDARG00000088625	si:ch211-142d6.2
ENSDART00000173926	ENSDARG00000020953	dnajb6b
ENSDART00000173661	ENSDARG00000020953	dnajb6b
ENSDART00000173813	ENSDARG00000020953	dnajb6b
ENSDART00000010035	ENSDARG00000020953	dnajb6b
ENSDART00000166446	ENSDARG00000102693	si:dkey-85k7.8
ENSDART00000173663	ENSDARG00000053468	adam10a
ENSDART00000099639	ENSDARG00000053468	adam10a
ENSDART00000173954	ENSDARG00000053468	adam10a
ENSDART00000162705	ENSDARG00000053468	adam10a
ENSDART00000040786	ENSDARG00000035718	cbln6
ENSDART00000173836	ENSDARG00000105513	ENSDARG00000105513
ENSDART00000075508	ENSDARG00000053476	lipca
ENSDART00000133262	ENSDARG00000053476	lipca
ENSDART00000173564	ENSDARG00000105561	si:dkey-48g21.4
ENSDART00000173872	ENSDARG00000105561	si:dkey-48g21.4
ENSDART00000173969	ENSDARG00000009610	rgs12a
ENSDART00000173539	ENSDARG00000009610	rgs12a
ENSDART00000040534	ENSDARG00000009610	rgs12a
ENSDART00000027072	ENSDARG00000019294	cbln8
ENSDART00000076496	ENSDARG00000054318	stk33
ENSDART00000100808	ENSDARG00000069335	bcl6b
ENSDART00000186391	ENSDARG00000069335	bcl6b
ENSDART00000140817	ENSDARG00000039211	zgc:77439
ENSDART00000146440	ENSDARG00000039211	zgc:77439
ENSDART00000146935	ENSDARG00000039211	zgc:77439
ENSDART00000131906	ENSDARG00000039211	zgc:77439
ENSDART00000057288	ENSDARG00000039211	zgc:77439
ENSDART00000137326	ENSDARG00000039211	zgc:77439
ENSDART00000164627	ENSDARG00000039211	zgc:77439
ENSDART00000173881	ENSDARG00000069331	trip6
ENSDART00000173458	ENSDARG00000069331	trip6
ENSDART00000180955	ENSDARG00000069331	trip6
ENSDART00000100798	ENSDARG00000069331	trip6
ENSDART00000182363	ENSDARG00000069331	trip6
ENSDART00000174216	ENSDARG00000035853	cdkn2aip
ENSDART00000174055	ENSDARG00000035853	cdkn2aip
ENSDART00000052030	ENSDARG00000035853	cdkn2aip
ENSDART00000174240	ENSDARG00000035853	cdkn2aip
ENSDART00000187559	ENSDARG00000035853	cdkn2aip
ENSDART00000015040	ENSDARG00000005651	hrasb
ENSDART00000148113	ENSDARG00000005651	hrasb
ENSDART00000174324	ENSDARG00000005651	hrasb
ENSDART00000193674	ENSDARG00000005651	hrasb
ENSDART00000163472	ENSDARG00000105197	si:dkey-88n2.1
ENSDART00000174289	ENSDARG00000005374	tubgcp4
ENSDART00000174329	ENSDARG00000005374	tubgcp4
ENSDART00000009649	ENSDARG00000005374	tubgcp4
ENSDART00000147785	ENSDARG00000060610	pcdh7b
ENSDART00000085612	ENSDARG00000060610	pcdh7b
ENSDART00000161436	ENSDARG00000060610	pcdh7b
ENSDART00000173942	ENSDARG00000105600	si:ch211-12j24.2
ENSDART00000173848	ENSDARG00000089236	mettl15
ENSDART00000173948	ENSDARG00000089236	mettl15
ENSDART00000173976	ENSDARG00000089236	mettl15
ENSDART00000077503	ENSDARG00000055185	tm4sf5
ENSDART00000013394	ENSDARG00000019732	mtch2
ENSDART00000138760	ENSDARG00000019732	mtch2
ENSDART00000173596	ENSDARG00000105641	si:ch211-98n17.5
ENSDART00000183246	ENSDARG00000105641	si:ch211-98n17.5
ENSDART00000110330	ENSDARG00000078979	arhgef40
ENSDART00000145168	ENSDARG00000094805	si:ch211-208g1.1
ENSDART00000123498	ENSDARG00000087196	fibinb
ENSDART00000023568	ENSDARG00000008022	kif18a
ENSDART00000134521	ENSDARG00000008022	kif18a
ENSDART00000185433	ENSDARG00000008022	kif18a
ENSDART00000161669	ENSDARG00000045935	immp1l
ENSDART00000114062	ENSDARG00000045935	immp1l
ENSDART00000187303	ENSDARG00000045935	immp1l
ENSDART00000188750	ENSDARG00000045935	immp1l
ENSDART00000159626	ENSDARG00000101135	si:dkey-85k7.7
ENSDART00000173552	ENSDARG00000060070	adcy7
ENSDART00000129156	ENSDARG00000060070	adcy7
ENSDART00000178306	ENSDARG00000060070	adcy7
ENSDART00000164485	ENSDARG00000060070	adcy7
ENSDART00000131383	ENSDARG00000093987	si:ch211-165f21.7
ENSDART00000173876	ENSDARG00000105555	si:dkey-14i19.3
ENSDART00000173563	ENSDARG00000060071	tent4b
ENSDART00000084282	ENSDARG00000060071	tent4b
ENSDART00000057289	ENSDARG00000053625	anxa2b
ENSDART00000144465	ENSDARG00000053625	anxa2b
ENSDART00000124028	ENSDARG00000053625	anxa2b
ENSDART00000173021	ENSDARG00000077639	intu
ENSDART00000173376	ENSDARG00000077639	intu
ENSDART00000113131	ENSDARG00000077639	intu
ENSDART00000091616	ENSDARG00000062971	sdhaf2
ENSDART00000076502	ENSDARG00000054324	rerglb
ENSDART00000110614	ENSDARG00000080006	tmem41b
ENSDART00000171493	ENSDARG00000080006	tmem41b
ENSDART00000098277	ENSDARG00000080006	tmem41b
ENSDART00000141749	ENSDARG00000026842	acin1b
ENSDART00000173902	ENSDARG00000026842	acin1b
ENSDART00000034218	ENSDARG00000026842	acin1b
ENSDART00000052471	ENSDARG00000036135	bbox1
ENSDART00000173798	ENSDARG00000036135	bbox1
ENSDART00000173778	ENSDARG00000036135	bbox1
ENSDART00000173713	ENSDARG00000036135	bbox1
ENSDART00000173575	ENSDARG00000036135	bbox1
ENSDART00000180342	ENSDARG00000036135	bbox1
ENSDART00000138188	ENSDARG00000051915	pde5ab
ENSDART00000126819	ENSDARG00000051915	pde5ab
ENSDART00000073625	ENSDARG00000051915	pde5ab
ENSDART00000163705	ENSDARG00000099385	lsp1b
ENSDART00000161572	ENSDARG00000099385	lsp1b
ENSDART00000168641	ENSDARG00000099385	lsp1b
ENSDART00000165594	ENSDARG00000099385	lsp1b
ENSDART00000165926	ENSDARG00000099385	lsp1b
ENSDART00000171783	ENSDARG00000099385	lsp1b
ENSDART00000165294	ENSDARG00000099385	lsp1b
ENSDART00000160104	ENSDARG00000099385	lsp1b
ENSDART00000169195	ENSDARG00000099385	lsp1b
ENSDART00000158561	ENSDARG00000099385	lsp1b
ENSDART00000185173	ENSDARG00000099385	lsp1b
ENSDART00000019699	ENSDARG00000012827	mettl3
ENSDART00000173887	ENSDARG00000012827	mettl3
ENSDART00000166559	ENSDARG00000088835	efs
ENSDART00000028017	ENSDARG00000004713	mad2l1
ENSDART00000108938	ENSDARG00000078801	msantd1
ENSDART00000173747	ENSDARG00000105601	si:dkey-183c6.12
ENSDART00000137799	ENSDARG00000054332	trim66
ENSDART00000163821	ENSDARG00000101493	si:dkey-56m19.3
ENSDART00000161319	ENSDARG00000103422	usp10
ENSDART00000159239	ENSDARG00000103422	usp10
ENSDART00000168311	ENSDARG00000103422	usp10
ENSDART00000164755	ENSDARG00000103422	usp10
ENSDART00000182217	ENSDARG00000103422	usp10
ENSDART00000191359	ENSDARG00000103422	usp10
ENSDART00000170721	ENSDARG00000068432	si:dkey-56m19.5
ENSDART00000184630	ENSDARG00000068432	si:dkey-56m19.5
ENSDART00000172915	ENSDARG00000055253	slc12a10.3
ENSDART00000134653	ENSDARG00000055253	slc12a10.3
ENSDART00000042955	ENSDARG00000055253	slc12a10.3
ENSDART00000161191	ENSDARG00000101872	si:ch211-136m20.3
ENSDART00000158920	ENSDARG00000102706	si:dkey-56m19.6
ENSDART00000111636	ENSDARG00000076302	dtx4a
ENSDART00000173802	ENSDARG00000076302	dtx4a
ENSDART00000182109	ENSDARG00000076302	dtx4a
ENSDART00000141934	ENSDARG00000003193	rassf7b
ENSDART00000137059	ENSDARG00000003193	rassf7b
ENSDART00000131210	ENSDARG00000003193	rassf7b
ENSDART00000144878	ENSDARG00000003193	rassf7b
ENSDART00000025451	ENSDARG00000003193	rassf7b
ENSDART00000176372	ENSDARG00000003193	rassf7b
ENSDART00000192172	ENSDARG00000003193	rassf7b
ENSDART00000142355	ENSDARG00000105407	ENSDARG00000105407
ENSDART00000173183	ENSDARG00000105407	ENSDARG00000105407
ENSDART00000173357	ENSDARG00000105407	ENSDARG00000105407
ENSDART00000173422	ENSDARG00000105407	ENSDARG00000105407
ENSDART00000145022	ENSDARG00000105407	ENSDARG00000105407
ENSDART00000173112	ENSDARG00000105407	ENSDARG00000105407
ENSDART00000110544	ENSDARG00000079738	znf219
ENSDART00000052904	ENSDARG00000055342	slc16a13
ENSDART00000192808	ENSDARG00000055342	slc16a13
ENSDART00000173397	ENSDARG00000105379	si:ch211-220f21.3
ENSDART00000081212	ENSDARG00000058349	polr2l
ENSDART00000172861	ENSDARG00000105355	si:ch1073-159d7.1
ENSDART00000166041	ENSDARG00000105359	si:ch1073-159d7.4
ENSDART00000173332	ENSDARG00000105414	si:ch73-368j24.10
ENSDART00000142818	ENSDARG00000052728	sltm
ENSDART00000173546	ENSDARG00000052728	sltm
ENSDART00000138298	ENSDARG00000052728	sltm
ENSDART00000142723	ENSDARG00000052728	sltm
ENSDART00000139546	ENSDARG00000052728	sltm
ENSDART00000142480	ENSDARG00000052728	sltm
ENSDART00000142680	ENSDARG00000052728	sltm
ENSDART00000139134	ENSDARG00000052728	sltm
ENSDART00000182409	ENSDARG00000052728	sltm
ENSDART00000066450	ENSDARG00000045200	dusp19b
ENSDART00000173270	ENSDARG00000045200	dusp19b
ENSDART00000180437	ENSDARG00000045200	dusp19b
ENSDART00000173785	ENSDARG00000105564	si:ch73-367j5.3
ENSDART00000174160	ENSDARG00000105717	si:ch211-122f10.8
ENSDART00000174101	ENSDARG00000052074	si:ch211-122f10.4
ENSDART00000073846	ENSDARG00000052074	si:ch211-122f10.4
ENSDART00000174120	ENSDARG00000052074	si:ch211-122f10.4
ENSDART00000174097	ENSDARG00000105682	si:ch211-122f10.5
ENSDART00000174201	ENSDARG00000012002	slc38a7
ENSDART00000073839	ENSDARG00000012002	slc38a7
ENSDART00000026571	ENSDARG00000012002	slc38a7
ENSDART00000173320	ENSDARG00000074818	si:cabz01036022.1
ENSDART00000159745	ENSDARG00000101446	si:dkey-46i9.1
ENSDART00000185589	ENSDARG00000101446	si:dkey-46i9.1
ENSDART00000172814	ENSDARG00000035751	ipo7
ENSDART00000108471	ENSDARG00000035751	ipo7
ENSDART00000172806	ENSDARG00000035751	ipo7
ENSDART00000173160	ENSDARG00000099514	si:dkey-23a13.5
ENSDART00000173003	ENSDARG00000105473	si:cabz01036006.1
ENSDART00000189160	ENSDARG00000105473	si:cabz01036006.1
ENSDART00000173321	ENSDARG00000105439	si:dkey-23a13.3
ENSDART00000052871	ENSDARG00000036394	pop7
ENSDART00000162252	ENSDARG00000036394	pop7
ENSDART00000172847	ENSDARG00000088686	hist1h2a11
ENSDART00000081359	ENSDARG00000058479	zgc:110425
ENSDART00000173010	ENSDARG00000105483	si:ch1073-159d7.5
ENSDART00000115062	ENSDARG00000101720	si:dkey-23a13.18
ENSDART00000159542	ENSDARG00000104588	si:ch73-368j24.8
ENSDART00000173299	ENSDARG00000015607	si:ch211-220f21.2
ENSDART00000183990	ENSDARG00000015607	si:ch211-220f21.2
ENSDART00000159251	ENSDARG00000015607	si:ch211-220f21.2
ENSDART00000050357	ENSDARG00000051809	btr12
ENSDART00000172884	ENSDARG00000105353	si:ch1073-35f11.1
ENSDART00000173138	ENSDARG00000105507	si:ch1073-159d7.13
ENSDART00000173144	ENSDARG00000058564	si:ch73-368j24.17
ENSDART00000164326	ENSDARG00000099257	si:ch73-119p20.1
ENSDART00000027466	ENSDARG00000017431	mindy2
ENSDART00000088041	ENSDARG00000061610	ufsp1
ENSDART00000173426	ENSDARG00000105468	si:ch73-368j24.9
ENSDART00000020288	ENSDARG00000055163	epoa
ENSDART00000111066	ENSDARG00000055163	epoa
ENSDART00000077483	ENSDARG00000055163	epoa
ENSDART00000172795	ENSDARG00000105502	si:ch73-368j24.12
ENSDART00000173403	ENSDARG00000090371	si:dkey-46i9.6
ENSDART00000123429	ENSDARG00000090371	si:dkey-46i9.6
ENSDART00000191494	ENSDARG00000090371	si:dkey-46i9.6
ENSDART00000173232	ENSDARG00000105397	si:dkey-23a13.8
ENSDART00000146335	ENSDARG00000069334	agfg2
ENSDART00000135739	ENSDARG00000069334	agfg2
ENSDART00000179395	ENSDARG00000069334	agfg2
ENSDART00000173446	ENSDARG00000100024	hist1h2a6
ENSDART00000173363	ENSDARG00000105352	si:dkey-23a13.7
ENSDART00000173404	ENSDARG00000105314	ENSDARG00000105314
ENSDART00000147978	ENSDARG00000105444	hist1h2a8
ENSDART00000173323	ENSDARG00000105376	si:ch73-368j24.4
ENSDART00000173254	ENSDARG00000105409	ENSDARG00000105409
ENSDART00000172790	ENSDARG00000105384	si:dkey-23a13.22
ENSDART00000172959	ENSDARG00000105342	si:dkey-23a13.12
ENSDART00000172874	ENSDARG00000090815	kcnj10a
ENSDART00000160137	ENSDARG00000090815	kcnj10a
ENSDART00000011398	ENSDARG00000036414	si:ch73-335l21.1
ENSDART00000172816	ENSDARG00000105496	si:ch73-368j24.16p
ENSDART00000173751	ENSDARG00000105602	ENSDARG00000105602
ENSDART00000173199	ENSDARG00000105478	si:ch1073-153i20.5
ENSDART00000173673	ENSDARG00000003495	madd
ENSDART00000173454	ENSDARG00000003495	madd
ENSDART00000173605	ENSDARG00000003495	madd
ENSDART00000173526	ENSDARG00000003495	madd
ENSDART00000173988	ENSDARG00000003495	madd
